"GEO","TIME","INDIC_ED","UNIT","Value","Flag and Footnotes"
"Albania","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Albania","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Albania","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Albania","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Albania","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Albania","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Albania","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Albania","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Albania","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Albania","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Albania","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Albania","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Albania","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Albania","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Albania","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Albania","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"United States","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.32","d"
"United States","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.74","d"
"United States","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.88","d"
"United States","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.34","d"
"United States","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.36","d"
"United States","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.43","d"
"United States","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.72","d"
"United States","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.98","d"
"United States","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.43","d"
"United States","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.30","d"
"United States","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.14","d"
"United States","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.70","d"
"United States","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.88","d"
"United States","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.25","d"
"United States","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.30","d"
"United States","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.91","d"
"United States","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.59","d"
"United States","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.77","d"
"United States","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.27","d"
"United States","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.29","d"
"United States","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.24","d"
"United States","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.67","d"
"United States","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.87","d"
"United States","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.38","d"
"United States","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.31","d"
"United States","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.13","d"
"United States","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.70","d"
"United States","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.89","d"
"United States","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.22","d"
"United States","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.33","d"
"United States","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.26","d"
"United States","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.77","d"
"United States","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.95","d"
"United States","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.23","d"
"United States","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.32","d"
"United States","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.30","d"
"United States","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.78","d"
"United States","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.99","d"
"United States","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.20","d"
"United States","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.33","d"
"United States","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.32","d"
